"objectid","event_id","event_date","event_year","event_month","event_dow","event_hour","event_type","division","occurrence_created","apprehension_made","hood_158","neighbourhood_158"
236,1284746,"2014-01-06",2014,"January","Monday",12,"Person in Crisis","D41","No","No","119","Wexford/Maryvale (119)"
237,1284348,"2014-01-06",2014,"January","Monday",11,"Overdose","D23","Yes","Yes","007","Willowridge-Martingrove-Richview (7)"
238,1286419,"2014-01-06",2014,"January","Monday",17,"Suicide-related","D12","Yes","No","113","Weston (113)"
239,1284028,"2014-01-06",2014,"January","Monday",10,"Person in Crisis","D43","No","No","136","West Hill (136)"
240,1285508,"2014-01-06",2014,"January","Monday",14,"Person in Crisis","D55","No","No","064","Woodbine Corridor (64)"
241,1287138,"2014-01-06",2014,"January","Monday",19,"Person in Crisis","D33","No","No","043","Victoria Village (43)"
242,1285045,"2014-01-06",2014,"January","Monday",13,"Person in Crisis","D32","Yes","Yes","105","Lawrence Park North (105)"
243,1285954,"2014-01-06",2014,"January","Monday",15,"Person in Crisis","D55","Yes","Yes","068","North Riverdale (68)"
244,1287373,"2014-01-06",2014,"January","Monday",20,"Suicide-related","D55","No","No","070","South Riverdale (70)"
245,1285834,"2014-01-06",2014,"January","Monday",15,"Overdose","D23","No","No","001","West Humber-Clairville (1)"
246,1287880,"2014-01-06",2014,"January","Monday",22,"Person in Crisis","D14","Yes","Yes","162","West Queen West (162)"
247,1286808,"2014-01-06",2014,"January","Monday",18,"Suicide-related","D23","No","No","005","Elms-Old Rexdale (5)"
248,1286262,"2014-01-06",2014,"January","Monday",16,"Person in Crisis","D41","No","No","126","Dorset Park (126)"
249,1284050,"2014-01-06",2014,"January","Monday",10,"Person in Crisis","D33","No","No","052","Bayview Village (52)"
250,1283511,"2014-01-06",2014,"January","Monday",8,"Person in Crisis","D32","No","No","036","Newtonbrook West (36)"
251,1284105,"2014-01-06",2014,"January","Monday",10,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
252,1283735,"2014-01-06",2014,"January","Monday",9,"Person in Crisis","D23","No","No","005","Elms-Old Rexdale (5)"
253,1286289,"2014-01-06",2014,"January","Monday",16,"Person in Crisis","D55","Yes","No","063","The Beaches (63)"
254,1286811,"2014-01-06",2014,"January","Monday",18,"Suicide-related","D14","No","No","095","Annex (95)"
255,1286284,"2014-01-06",2014,"January","Monday",16,"Person in Crisis","D43","Yes","Yes","135","Morningside (135)"
256,1284795,"2014-01-06",2014,"January","Monday",12,"Suicide-related","D43","Yes","Yes","135","Morningside (135)"
257,1282301,"2014-01-06",2014,"January","Monday",NA,"Overdose","D11","No","No","171","Junction-Wallace Emerson (171)"
258,1283688,"2014-01-06",2014,"January","Monday",9,"Person in Crisis","D13","No","No","094","Wychwood (94)"
259,1286589,"2014-01-06",2014,"January","Monday",17,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
260,1286203,"2014-01-06",2014,"January","Monday",16,"Person in Crisis","D54","No","No","044","Flemingdon Park (44)"
261,1285833,"2014-01-06",2014,"January","Monday",15,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
262,1283407,"2014-01-06",2014,"January","Monday",8,"Person in Crisis","D51","Yes","Yes","168","Downtown Yonge East (168)"
263,1284098,"2014-01-06",2014,"January","Monday",10,"Suicide-related","D31","No","No","027","York University Heights (27)"
264,1285896,"2014-01-06",2014,"January","Monday",15,"Suicide-related","D14","No","No","085","South Parkdale (85)"
265,1282368,"2014-01-06",2014,"January","Monday",1,"Suicide-related","D11","No","No","090","Junction Area (90)"
266,1288062,"2014-01-06",2014,"January","Monday",23,"Overdose","D52","No","No","169","Bay-Cloverhill (169)"
267,1284673,"2014-01-06",2014,"January","Monday",12,"Person in Crisis","D14","No","No","078","Kensington-Chinatown (78)"
268,1287203,"2014-01-06",2014,"January","Monday",19,"Person in Crisis","D23","Yes","Yes","008","Humber Heights-Westmount (8)"
269,1286319,"2014-01-06",2014,"January","Monday",17,"Person in Crisis","D51","Yes","No","167","Church-Wellesley (167)"
270,1287264,"2014-01-06",2014,"January","Monday",20,"Suicide-related","D23","No","No","006","Kingsview Village-The Westway (6)"
271,1282810,"2014-01-06",2014,"January","Monday",4,"Person in Crisis","D52","No","No","078","Kensington-Chinatown (78)"
272,1282775,"2014-01-06",2014,"January","Monday",4,"Suicide-related","D31","No","No","155","Downsview (155)"
273,1286244,"2014-01-06",2014,"January","Monday",16,"Suicide-related","D14","No","No","084","Little Portugal (84)"
274,1285367,"2014-01-06",2014,"January","Monday",14,"Suicide-related","D11","No","No","087","High Park-Swansea (87)"
275,1286904,"2014-01-06",2014,"January","Monday",18,"Person in Crisis","D52","Yes","No","078","Kensington-Chinatown (78)"
276,1282253,"2014-01-06",2014,"January","Monday",NA,"Person in Crisis","D53","No","No","055","Thorncliffe Park (55)"
277,1285962,"2014-01-06",2014,"January","Monday",15,"Person in Crisis","D13","No","No","109","Caledonia-Fairbank (109)"
278,1285267,"2014-01-06",2014,"January","Monday",13,"Person in Crisis","D43","No","No","136","West Hill (136)"
279,1282406,"2014-01-06",2014,"January","Monday",1,"Suicide-related","D23","No","No","006","Kingsview Village-The Westway (6)"
280,1285050,"2014-01-06",2014,"January","Monday",13,"Person in Crisis","D14","No","No","165","Harbourfront-CityPlace (165)"
281,1284431,"2014-01-06",2014,"January","Monday",11,"Person in Crisis","D32","No","No","105","Lawrence Park North (105)"
282,1283713,"2014-01-06",2014,"January","Monday",9,"Suicide-related","D53","No","No","098","Rosedale-Moore Park (98)"
283,1286083,"2014-01-06",2014,"January","Monday",16,"Suicide-related","D14","Yes","Yes","081","Trinity-Bellwoods (81)"
284,1285317,"2014-01-06",2014,"January","Monday",13,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
285,1282592,"2014-01-06",2014,"January","Monday",2,"Suicide-related","D51","Yes","No","167","Church-Wellesley (167)"
286,1282471,"2014-01-06",2014,"January","Monday",1,"Person in Crisis","D55","No","No","062","East End-Danforth (62)"
287,1283435,"2014-01-06",2014,"January","Monday",8,"Suicide-related","D43","No","No","136","West Hill (136)"
288,1284061,"2014-01-06",2014,"January","Monday",10,"Suicide-related","D14","No","No","078","Kensington-Chinatown (78)"
289,1284197,"2014-01-06",2014,"January","Monday",10,"Person in Crisis","D14","Yes","Yes","078","Kensington-Chinatown (78)"
290,1283718,"2014-01-06",2014,"January","Monday",9,"Suicide-related","D13","Yes","Yes","096","Casa Loma (96)"
291,1285641,"2014-01-06",2014,"January","Monday",14,"Person in Crisis","D52","Yes","No","078","Kensington-Chinatown (78)"
292,1285387,"2014-01-06",2014,"January","Monday",14,"Overdose","D32","Yes","No","031","Yorkdale-Glen Park (31)"
293,1285861,"2014-01-06",2014,"January","Monday",15,"Person in Crisis","D41","Yes","Yes","122","Birchcliffe-Cliffside (122)"
294,1285576,"2014-01-06",2014,"January","Monday",14,"Person in Crisis","D41","No","No","119","Wexford/Maryvale (119)"
295,1286564,"2014-01-06",2014,"January","Monday",17,"Person in Crisis","D23","No","No","005","Elms-Old Rexdale (5)"
296,1287958,"2014-01-06",2014,"January","Monday",22,"Suicide-related","D43","No","No","136","West Hill (136)"
297,1283459,"2014-01-06",2014,"January","Monday",8,"Overdose","D55","Yes","No","070","South Riverdale (70)"
298,1282379,"2014-01-06",2014,"January","Monday",1,"Suicide-related","D51","No","No","168","Downtown Yonge East (168)"
299,1287817,"2014-01-06",2014,"January","Monday",22,"Suicide-related","D23","No","No","005","Elms-Old Rexdale (5)"
300,1282384,"2014-01-06",2014,"January","Monday",1,"Suicide-related","D22","No","No","010","Princess-Rosethorn (10)"
301,1284402,"2014-01-06",2014,"January","Monday",11,"Person in Crisis","D12","No","No","111","Rockcliffe-Smythe (111)"
302,1284399,"2014-01-06",2014,"January","Monday",11,"Person in Crisis","D41","No","No","125","Ionview (125)"
303,1282385,"2014-01-06",2014,"January","Monday",1,"Person in Crisis","D22","No","No","011","Eringate-Centennial-West Deane (11)"
304,1283894,"2014-01-06",2014,"January","Monday",9,"Person in Crisis","D43","No","No","139","Scarborough Village (139)"
305,1284930,"2014-01-06",2014,"January","Monday",12,"Suicide-related","D33","Yes","Yes","042","Banbury-Don Mills (42)"
306,1291167,"2014-01-07",2014,"January","Tuesday",13,"Person in Crisis","D54","No","No","058","Old East York (58)"
307,1290810,"2014-01-07",2014,"January","Tuesday",12,"Overdose","D41","Yes","No","124","Kennedy Park (124)"
308,1293540,"2014-01-07",2014,"January","Tuesday",20,"Person in Crisis","D43","Yes","Yes","142","Woburn North (142)"
309,1294030,"2014-01-07",2014,"January","Tuesday",21,"Person in Crisis","D14","No","No","078","Kensington-Chinatown (78)"
310,1290496,"2014-01-07",2014,"January","Tuesday",11,"Person in Crisis","D22","Yes","Yes","158","Islington (158)"
311,1291669,"2014-01-07",2014,"January","Tuesday",14,"Person in Crisis","D53","No","No","095","Annex (95)"
312,1288338,"2014-01-07",2014,"January","Tuesday",NA,"Person in Crisis","D53","No","No","173","North Toronto (173)"
313,1291896,"2014-01-07",2014,"January","Tuesday",15,"Suicide-related","D13","No","No","109","Caledonia-Fairbank (109)"
314,1292985,"2014-01-07",2014,"January","Tuesday",18,"Person in Crisis","D54","No","No","061","Taylor-Massey (61)"
315,1292662,"2014-01-07",2014,"January","Tuesday",17,"Person in Crisis","D51","No","No","072","Regent Park (72)"
316,1291137,"2014-01-07",2014,"January","Tuesday",13,"Person in Crisis","D11","No","No","089","Runnymede-Bloor West Village (89)"
317,1291705,"2014-01-07",2014,"January","Tuesday",14,"Suicide-related","D32","No","No","105","Lawrence Park North (105)"
318,1290897,"2014-01-07",2014,"January","Tuesday",12,"Person in Crisis","D14","Yes","No","084","Little Portugal (84)"
319,1291139,"2014-01-07",2014,"January","Tuesday",13,"Person in Crisis","D54","Yes","Yes","067","Playter Estates-Danforth (67)"
320,1293698,"2014-01-07",2014,"January","Tuesday",20,"Person in Crisis","D53","No","No","102","Forest Hill North (102)"
321,1293945,"2014-01-07",2014,"January","Tuesday",21,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
322,1288521,"2014-01-07",2014,"January","Tuesday",2,"Person in Crisis","D13","No","No","108","Briar Hill-Belgravia (108)"
323,1288518,"2014-01-07",2014,"January","Tuesday",2,"Suicide-related","D32","Yes","Yes","035","Westminster-Branson (35)"
324,1291254,"2014-01-07",2014,"January","Tuesday",13,"Person in Crisis","D51","No","No","073","Moss Park (73)"
325,1288699,"2014-01-07",2014,"January","Tuesday",3,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
326,1291022,"2014-01-07",2014,"January","Tuesday",12,"Person in Crisis","D55","No","No","062","East End-Danforth (62)"
327,1292312,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D14","Yes","Yes","095","Annex (95)"
328,1288572,"2014-01-07",2014,"January","Tuesday",2,"Person in Crisis","D52","No","No","169","Bay-Cloverhill (169)"
329,1293779,"2014-01-07",2014,"January","Tuesday",21,"Person in Crisis","D11","No","No","090","Junction Area (90)"
330,1289271,"2014-01-07",2014,"January","Tuesday",7,"Person in Crisis","D42","Yes","Yes","129","Agincourt North (129)"
331,1292982,"2014-01-07",2014,"January","Tuesday",18,"Person in Crisis","D14","No","No","078","Kensington-Chinatown (78)"
332,1290431,"2014-01-07",2014,"January","Tuesday",10,"Suicide-related","D31","No","No","024","Black Creek (24)"
333,1292358,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D55","Yes","No","064","Woodbine Corridor (64)"
334,1292778,"2014-01-07",2014,"January","Tuesday",17,"Person in Crisis","D13","Yes","Yes","108","Briar Hill-Belgravia (108)"
335,1292364,"2014-01-07",2014,"January","Tuesday",16,"Person in Crisis","D42","No","No","118","Tam O'Shanter-Sullivan (118)"
336,1291015,"2014-01-07",2014,"January","Tuesday",12,"Person in Crisis","D14","Yes","Yes","095","Annex (95)"
337,1292247,"2014-01-07",2014,"January","Tuesday",15,"Person in Crisis","D32","Yes","No","035","Westminster-Branson (35)"
338,1291754,"2014-01-07",2014,"January","Tuesday",14,"Person in Crisis","D14","Yes","Yes","162","West Queen West (162)"
339,1292357,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D33","No","No","048","Hillcrest Village (48)"
340,1289515,"2014-01-07",2014,"January","Tuesday",8,"Person in Crisis","D42","No","No","144","Morningside Heights (144)"
341,1288549,"2014-01-07",2014,"January","Tuesday",2,"Person in Crisis","D41","No","No","124","Kennedy Park (124)"
342,1292240,"2014-01-07",2014,"January","Tuesday",15,"Suicide-related","D43","Yes","No","135","Morningside (135)"
343,1291905,"2014-01-07",2014,"January","Tuesday",15,"Suicide-related","D14","No","No","081","Trinity-Bellwoods (81)"
344,1292658,"2014-01-07",2014,"January","Tuesday",17,"Person in Crisis","D52","Yes","No","170","Yonge-Bay Corridor (170)"
345,1289065,"2014-01-07",2014,"January","Tuesday",5,"Suicide-related","D43","No","No","135","Morningside (135)"
346,1291773,"2014-01-07",2014,"January","Tuesday",14,"Person in Crisis","D31","No","No","025","Glenfield-Jane Heights (25)"
347,1292082,"2014-01-07",2014,"January","Tuesday",15,"Person in Crisis","D14","No","No","162","West Queen West (162)"
348,1294114,"2014-01-07",2014,"January","Tuesday",22,"Suicide-related","D11","Yes","No","088","High Park North (88)"
349,1291076,"2014-01-07",2014,"January","Tuesday",12,"Suicide-related","D51","Yes","No","071","Cabbagetown-South St.James Town (71)"
350,1289212,"2014-01-07",2014,"January","Tuesday",6,"Person in Crisis","D42","No","No","148","East L'Amoreaux (148)"
351,1293814,"2014-01-07",2014,"January","Tuesday",21,"Person in Crisis","D51","Yes","Yes","168","Downtown Yonge East (168)"
352,1292785,"2014-01-07",2014,"January","Tuesday",17,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
353,1291240,"2014-01-07",2014,"January","Tuesday",13,"Suicide-related","D55","No","No","070","South Riverdale (70)"
354,1293509,"2014-01-07",2014,"January","Tuesday",20,"Suicide-related","D13","Yes","Yes","107","Oakwood Village (107)"
355,1290538,"2014-01-07",2014,"January","Tuesday",11,"Person in Crisis","D43","No","No","123","Cliffcrest (123)"
356,1294201,"2014-01-07",2014,"January","Tuesday",22,"Suicide-related","D42","Yes","No","147","L'Amoreaux West (147)"
357,1291315,"2014-01-07",2014,"January","Tuesday",13,"Person in Crisis","D23","No","No","001","West Humber-Clairville (1)"
358,1288750,"2014-01-07",2014,"January","Tuesday",3,"Person in Crisis","D14","No","No","081","Trinity-Bellwoods (81)"
359,1292529,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D42","No","No","146","Malvern East (146)"
360,1289569,"2014-01-07",2014,"January","Tuesday",8,"Person in Crisis","D13","No","No","106","Humewood-Cedarvale (106)"
361,1288256,"2014-01-07",2014,"January","Tuesday",NA,"Person in Crisis","D22","Yes","Yes","159","Etobicoke City Centre (159)"
362,1289011,"2014-01-07",2014,"January","Tuesday",5,"Person in Crisis","D54","No","No","061","Taylor-Massey (61)"
363,1292405,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D53","No","No","095","Annex (95)"
364,1289113,"2014-01-07",2014,"January","Tuesday",6,"Person in Crisis","D11","No","No","090","Junction Area (90)"
365,1290390,"2014-01-07",2014,"January","Tuesday",10,"Person in Crisis","D54","Yes","Yes","044","Flemingdon Park (44)"
366,1292255,"2014-01-07",2014,"January","Tuesday",16,"Suicide-related","D51","No","No","071","Cabbagetown-South St.James Town (71)"
367,1288560,"2014-01-07",2014,"January","Tuesday",2,"Suicide-related","D13","Yes","Yes","094","Wychwood (94)"
368,1298914,"2014-01-08",2014,"January","Wednesday",17,"Person in Crisis","D23","Yes","Yes","002","Mount Olive-Silverstone-Jamestown (2)"
369,1294890,"2014-01-08",2014,"January","Wednesday",2,"Person in Crisis","D43","Yes","No","136","West Hill (136)"
370,1294868,"2014-01-08",2014,"January","Wednesday",2,"Person in Crisis","D13","No","No","092","Corso Italia-Davenport (92)"
371,1298603,"2014-01-08",2014,"January","Wednesday",16,"Suicide-related","D12","No","No","111","Rockcliffe-Smythe (111)"
372,1295556,"2014-01-08",2014,"January","Wednesday",7,"Person in Crisis","D23","Yes","Yes","002","Mount Olive-Silverstone-Jamestown (2)"
373,1296268,"2014-01-08",2014,"January","Wednesday",9,"Suicide-related","D55","Yes","No","062","East End-Danforth (62)"
374,1298717,"2014-01-08",2014,"January","Wednesday",16,"Person in Crisis","D22","No","No","161","Humber Bay Shores (161)"
375,1299645,"2014-01-08",2014,"January","Wednesday",19,"Suicide-related","D12","No","No","110","Keelesdale-Eglinton West (110)"
376,1295055,"2014-01-08",2014,"January","Wednesday",4,"Person in Crisis","D14","No","No","172","Dovercourt Village (172)"
377,1294922,"2014-01-08",2014,"January","Wednesday",2,"Person in Crisis","D11","No","No","088","High Park North (88)"
378,1297629,"2014-01-08",2014,"January","Wednesday",13,"Person in Crisis","D13","No","No","094","Wychwood (94)"
379,1298895,"2014-01-08",2014,"January","Wednesday",17,"Person in Crisis","D42","Yes","No","128","Agincourt South-Malvern West (128)"
